N,P,K,temperature,humidity,ph,wind_speed,rainfall,weather_condition,weather_suitability,label
5,25,6,30.72119881,94.01331956,6.011302181,3.9,106.8118019,Hot,Medium,orange
6,8,11,24.35590861,92.39651663,6.600948788,5.6,119.6946577,Clear,Medium,orange
10,5,5,21.21306973,91.35349216,7.817846496,4,112.9834361,Clear,Medium,orange
1,17,6,10.78689755,91.38411917,6.8198271,8.6,117.5293447,Cool,Medium,orange
1,30,10,11.89925671,91.34663797,7.291405641,7.1,103.5771468,Cool,Medium,orange
0,23,15,22.56664172,93.37488907,7.598729065,3,109.8585753,Clear,Medium,orange
24,27,9,18.86883219,93.24688124,6.157135092,8.2,119.3936976,Cool,Medium,orange
36,11,13,17.34083741,93.04897191,7.1917274,7.7,112.7194284,Cool,Medium,orange
40,21,8,34.90665289,92.87820148,7.418761774,2.4,102.1906333,Hot,Medium,orange
40,22,6,24.53610067,91.90997228,6.488221135,3.2,115.9787989,Clear,Medium,orange
32,18,13,13.8377282,91.74780462,6.044167236,5.1,107.9873218,Cool,Medium,orange
9,10,10,22.3551049,93.52211892,6.010391864,4.2,101.5164589,Clear,Medium,orange
13,16,8,34.74004942,93.12316972,6.949838549,3.1,100.1967854,Hot,Medium,orange
15,9,11,11.54785707,94.14861001,7.907956251,7.5,108.8289171,Cool,Medium,orange
29,11,5,23.13338811,91.94670335,7.639788459,3.5,104.4224145,Clear,Medium,orange
1,15,9,29.98364695,94.55239717,7.53350946,4.1,115.3560318,Clear,Medium,orange
18,5,11,20.87947369,90.93756231,6.251586885,5.9,102.4550786,Clear,Medium,orange
14,22,9,17.24944623,91.13772765,6.543191814,5.1,112.5090516,Cool,Medium,orange
33,15,7,15.83388699,91.68293851,7.651225301,8.4,109.7571416,Cool,Medium,orange
4,6,7,23.01014302,91.11764246,6.708889665,3.4,112.6738296,Clear,Medium,orange
17,16,14,16.39624284,92.18151927,6.625538653,6.8,102.944161,Cool,Medium,orange
12,20,10,24.45132792,93.10527686,6.528354932,4.1,109.4711098,Clear,Medium,orange
34,29,8,31.87859192,91.15248149,6.450640306,2.5,105.3437825,Hot,Medium,orange
39,28,10,31.34920143,91.48247612,7.181907673,2.4,109.1549823,Hot,Medium,orange
31,25,12,18.05142392,90.03969587,7.016482298,8.5,111.7793889,Cool,Medium,orange
12,6,8,30.84835031,92.86773675,6.388617138,2.4,107.4142681,Hot,Medium,orange
12,29,13,22.45616931,91.52781832,7.57125447,4.4,118.0069295,Clear,Medium,orange
26,11,11,13.70319166,90.95589386,7.609348255,7.7,106.2944879,Cool,Medium,orange
19,24,15,20.48954522,93.72485075,7.137136973,3,111.8391951,Clear,Medium,orange
39,21,9,13.20844373,94.02769434,6.354022554,5.1,106.2696156,Cool,Medium,orange
16,29,13,32.31944397,93.67804556,6.196907944,4.4,117.6236473,Hot,Medium,orange
36,29,13,20.68185224,90.91510525,7.829507245,3.2,109.7513927,Clear,Medium,orange
37,23,12,31.52675982,90.50621806,6.395258356,2.8,113.1169398,Hot,Medium,orange
39,9,15,25.35467646,91.81183218,7.992041984,6,116.7555937,Clear,Medium,orange
31,5,14,17.66545409,91.69865887,6.583411671,6.8,110.6857506,Cool,Medium,orange
18,12,8,12.59093977,91.81668769,6.206053072,5.9,119.3916718,Cool,Medium,orange
20,20,10,11.86631922,93.68394562,6.976997772,8.3,106.060149,Cool,Medium,orange
5,8,5,11.03367937,92.22706805,6.562594972,7.2,112.7715925,Cool,Medium,orange
20,8,12,25.2990432,94.96419851,7.260416405,4.9,117.9733424,Clear,Medium,orange
25,21,11,32.23797837,90.15406807,6.460044778,3.1,104.7052254,Hot,Medium,orange
14,19,14,17.68408797,94.35815354,6.699164936,8.9,108.0638166,Cool,Medium,orange
37,18,12,10.2708877,90.19147747,7.401121811,5.4,106.6955204,Cool,Medium,orange
26,15,6,17.22034507,94.78797376,6.912033409,6.3,108.0054343,Cool,Medium,orange
13,22,5,19.667056,90.50096668,7.764040111,8.9,100.1737964,Cool,Medium,orange
32,25,9,10.35609594,93.75652041,7.796034006,7.7,101.1456947,Cool,Medium,orange
19,7,9,27.255435,91.71369387,6.969883483,3.4,101.139435,Clear,Medium,orange
28,7,9,34.5917846,92.13229786,6.730757538,3,115.5650287,Hot,Medium,orange
24,30,11,32.39523995,94.51768464,6.601395755,4.2,113.25373,Hot,Medium,orange
7,17,10,10.16431299,91.22320999,6.465913274,7.4,106.362551,Cool,Medium,orange
18,23,8,21.49118657,93.43949693,6.41354791,4.1,101.4819888,Clear,Medium,orange
7,20,12,16.53460397,94.76759975,6.475275337,8.4,110.0447896,Cool,Medium,orange
20,23,11,31.8520694,90.12220323,6.407715561,5,109.9455062,Hot,Medium,orange
18,14,11,28.04799508,90.00621688,6.550814117,3.2,117.1311498,Clear,Medium,orange
34,11,10,31.75048899,94.59551226,7.36220835,4.5,115.1989301,Hot,Medium,orange
20,29,10,29.07412717,93.27189064,7.36549204,3.5,100.7896871,Clear,Medium,orange
37,24,13,19.14381903,90.71037456,7.8546243,6.5,108.0230792,Cool,Medium,orange
12,8,10,16.14820285,91.4448027,7.995848977,8,107.4287664,Cool,Medium,orange
34,10,14,34.05296914,92.05811721,6.725600855,2.6,116.8020848,Hot,Medium,orange
6,13,9,34.51423957,90.56151463,7.786725333,2.3,118.3271968,Hot,Medium,orange
27,30,5,32.71748548,90.54608254,7.656978112,4,113.328978,Hot,Medium,orange
13,8,12,25.16296632,92.54736032,7.105904818,3.7,114.3117197,Clear,Medium,orange
6,7,7,27.68167318,94.47316879,7.199106204,4.9,113.9995146,Clear,Medium,orange
40,17,15,21.35093384,90.9492967,7.871063004,4.8,107.0862095,Clear,Medium,orange
31,26,9,11.69894639,93.25638873,7.566165721,8,103.2005992,Cool,Medium,orange
61,68,50,35.21462816,91.49725058,6.793245417,7.1,243.0745066,Rainy,Medium,papaya
58,46,45,42.39413392,90.79028064,6.576261427,3.3,88.46607497,Hot,Medium,papaya
45,47,55,38.4191628,91.14220381,6.751452932,3.6,119.2653877,Hot,Medium,papaya
39,65,53,35.33294932,92.11508608,6.560743093,6.6,235.6133585,Rainy,Medium,papaya
31,68,45,42.92325255,90.07600528,6.938313356,3.3,196.2408242,Hot,Medium,papaya
70,68,45,33.83508569,92.85470152,6.991626158,5.5,203.4044028,Rainy,Medium,papaya
68,62,50,33.20258348,92.76437927,6.977700268,3.8,197.5282582,Hot,Medium,papaya
34,65,47,23.48546973,93.71043692,6.833768535,4.8,191.7760562,Clear,Medium,papaya
38,68,54,29.33710543,90.81781439,6.739170045,5.1,202.0572747,Rainy,Medium,papaya
69,64,47,40.21199348,94.50766912,6.993473247,4.3,186.6762324,Hot,Medium,papaya
58,51,47,42.13473976,91.70445386,6.757470637,3.8,197.402901,Hot,Medium,papaya
59,47,53,32.86316618,91.4618874,6.850663232,4,47.271547,Hot,Medium,papaya
44,64,54,29.80744318,91.38048469,6.74274935,7,232.7046126,Rainy,Medium,papaya
56,57,48,31.56213762,93.0484859,6.506120752,4,63.62250788,Hot,Medium,papaya
69,60,54,36.32268069,93.06134398,6.98992719,2.7,141.1736926,Hot,Medium,papaya
56,58,49,37.13165026,94.60761797,6.69215564,2.5,172.4788062,Hot,Medium,papaya
49,55,53,38.4418717,93.63739039,6.544029776,2.2,77.71566883,Hot,Medium,papaya
38,51,52,32.66160599,90.78931681,6.927803911,4.3,78.85085502,Hot,Medium,papaya
54,65,47,27.92765919,91.55594211,6.721835879,5,149.9107557,Clear,Medium,papaya
57,57,51,39.01793345,91.48815629,6.99223441,3.9,105.8841531,Hot,Medium,papaya
39,52,53,32.51247398,94.65904123,6.704204398,3.8,51.07048113,Hot,Medium,papaya
58,67,45,38.72382798,91.72514851,6.702424548,2,62.62377075,Hot,Medium,papaya
61,64,52,43.30204933,92.83405443,6.641098708,4.4,110.562229,Hot,Medium,papaya
34,62,55,27.58548913,90.72526502,6.585346229,7.6,238.5008779,Rainy,Medium,papaya
31,48,45,40.78881819,92.90951393,6.563134737,4.3,132.7923586,Hot,Medium,papaya
47,46,52,23.19451074,91.40301608,6.502289473,5.5,206.3999208,Rainy,Medium,papaya
32,68,52,32.68067385,92.61715632,6.800321319,4.4,248.8592986,Rainy,Medium,papaya
36,59,46,34.28879307,93.61082872,6.721130543,3,127.2509777,Hot,Medium,papaya
61,51,51,39.30050027,94.16193416,6.574677594,4.5,120.9512466,Hot,Medium,papaya
70,54,46,39.73149053,91.12220596,6.919342407,2.9,122.7628653,Hot,Medium,papaya
44,56,49,39.23342464,91.25589286,6.519779583,4.5,64.4478499,Hot,Medium,papaya
34,68,51,27.34734861,94.17756725,6.687088098,5.8,40.35153141,Clear,Medium,papaya
50,59,47,40.76998685,92.09278584,6.747975732,4.9,209.8678411,Rainy,Medium,papaya
39,70,52,26.26559543,90.79668055,6.65149129,4.3,59.49373381,Clear,Medium,papaya
34,61,49,28.12971499,93.3210737,6.502675132,4.5,117.8201907,Clear,Medium,papaya
44,60,55,34.2804607,90.55561637,6.825371185,3.3,98.54047745,Hot,Medium,papaya
31,62,52,33.7960155,93.00754254,6.99104104,4.4,182.026807,Hot,Medium,papaya
65,62,51,31.53243779,90.87394933,6.511624841,7.5,207.0735119,Rainy,Medium,papaya
44,57,53,42.30495821,90.51431779,6.93172108,3.5,74.876786,Hot,Medium,papaya
50,47,48,24.63676897,90.61964344,6.712772333,6.4,218.2299187,Rainy,Medium,papaya
43,50,48,28.28222883,91.37059792,6.63016515,5.7,179.2720807,Clear,Medium,papaya
60,46,53,24.48620746,92.98254537,6.761953186,3,183.49095,Clear,Medium,papaya
70,68,55,42.84609252,94.63548176,6.691202286,2.1,78.8099639,Hot,Medium,papaya
59,62,52,43.67549305,93.10887229,6.608667684,3.3,103.8235658,Hot,Medium,papaya
60,58,51,42.07213781,92.92203105,6.840802254,2.1,165.7412972,Hot,Medium,papaya
42,60,47,33.46873719,92.12746225,6.834808348,2.1,136.8277041,Hot,Medium,papaya
35,66,47,31.7018373,91.66232213,6.953439161,2.8,48.83810592,Hot,Medium,papaya
34,65,48,41.41968393,90.03863107,6.665024508,2.6,199.3096432,Hot,Medium,papaya
36,54,46,42.54744013,94.94482086,6.662875839,6.5,214.4103848,Rainy,Medium,papaya
39,64,52,28.91842453,94.63676767,6.678695788,5.5,63.68794608,Clear,Medium,papaya
37,52,47,43.08022702,93.90305729,6.54277684,4.4,211.8529059,Rainy,Medium,papaya
33,47,46,29.20300896,93.96834049,6.839443833,4.4,209.4083305,Rainy,Medium,papaya
34,48,48,41.04224355,91.37258067,6.805277038,2.9,181.527598,Hot,Medium,papaya
49,54,50,25.62446619,93.18240298,6.762522087,4.6,97.26336657,Clear,Medium,papaya
40,65,49,35.32876402,91.06138506,6.678449318,2.9,163.9069365,Hot,Medium,papaya
68,52,49,24.42561272,92.27749066,6.577192175,4.1,63.35298768,Clear,Medium,papaya
50,46,52,31.18298415,90.21646909,6.734005648,3.9,54.01872359,Hot,Medium,papaya
65,63,50,31.88342554,91.3256535,6.524459342,4.9,79.27201575,Hot,Medium,papaya
40,49,47,42.93368602,91.1756748,6.501521192,4.5,246.3613268,Rainy,Medium,papaya
42,53,48,23.11407669,94.31994776,6.758479569,6.4,231.5153161,Rainy,Medium,papaya
49,55,51,24.87212063,93.90560147,6.676578778,5.7,135.1694525,Clear,Medium,papaya
59,62,49,43.36051537,93.35191636,6.941496806,2.8,114.778071,Hot,Medium,papaya
63,58,47,26.83054058,90.75379971,6.864143752,3.7,144.6656444,Clear,Medium,papaya
70,65,52,30.42012134,93.12659793,6.583528529,3.1,75.95295,Hot,Medium,papaya
63,50,52,28.64555584,93.22642604,6.751747609,3.4,115.8163936,Clear,Medium,papaya
40,64,47,32.50037548,93.47888842,6.893509446,4.9,71.73759526,Hot,Medium,papaya
63,58,50,43.03714283,94.6428898,6.720744449,4.5,41.5856585,Hot,Medium,papaya
45,58,49,30.10773379,90.34546355,6.827812549,3,75.24521981,Hot,Medium,papaya
66,69,47,23.69212243,93.61055571,6.912299695,5.4,87.53393983,Clear,Medium,papaya
54,67,52,35.67667332,93.30641944,6.586107335,3.8,141.3381168,Hot,Medium,papaya
69,67,52,27.71948962,94.43877142,6.827305908,5.8,82.83061083,Clear,Medium,papaya
67,68,49,35.26824831,92.38282957,6.821774589,3.8,149.8488208,Hot,Medium,papaya
45,57,47,23.16855863,90.78821158,6.656458831,5.2,161.6892093,Clear,Medium,papaya
56,50,52,33.08706051,92.25197542,6.770384816,2.2,88.1300769,Hot,Medium,papaya
70,50,53,37.4620912,90.44967809,6.933809743,4.5,172.3458448,Hot,Medium,papaya
44,47,45,38.73218907,94.73613484,6.579441304,5.7,218.142147,Rainy,Medium,papaya
50,60,47,32.57720726,92.74889453,6.92791761,2.8,93.7942847,Hot,Medium,papaya
52,51,53,38.38231475,93.10378595,6.985804083,5.8,210.2735346,Rainy,Medium,papaya
35,68,45,42.93605359,90.09448142,6.612429546,4.9,234.8466111,Rainy,Medium,papaya
68,69,52,25.65492304,92.74501561,6.813383387,3.2,52.95477913,Clear,Medium,papaya
32,55,52,37.58899717,91.99740365,6.9677596,4.7,159.6577388,Hot,Medium,papaya
32,55,51,29.60718808,93.15642801,6.57398033,4.8,62.68710535,Clear,Medium,papaya
48,62,47,25.34756111,93.02871078,6.803094965,3.1,174.4012337,Clear,Medium,papaya
39,69,53,25.9300384,93.02357765,6.964955435,7.2,241.8202079,Rainy,Medium,papaya
49,61,45,32.76795887,94.57377401,6.764213299,5.6,240.4795923,Rainy,Medium,papaya
48,57,54,29.02328049,90.20396783,6.617703178,5.1,126.8069869,Clear,Medium,papaya
69,66,49,40.00439101,90.17015833,6.52711001,3.5,92.11877372,Hot,Medium,papaya
53,55,55,33.32315744,91.25271223,6.709668804,7,234.496633,Rainy,Medium,papaya
38,61,52,31.22790131,94.94021378,6.620729882,2.6,46.44279118,Hot,Medium,papaya
57,64,55,26.68386496,92.9585411,6.583760499,5.9,62.50689682,Clear,Medium,papaya
51,57,55,24.70528368,90.14732171,6.676407337,3.6,108.4103158,Clear,Medium,papaya
56,65,45,38.2016825,93.97379963,6.751298936,5.7,218.0908814,Rainy,Medium,papaya
54,66,52,36.56769731,93.79503425,6.867554147,5,104.4218596,Hot,Medium,papaya
58,55,47,26.05375792,93.69111672,6.742490027,7.9,240.6863901,Rainy,Medium,papaya
68,70,54,31.29986342,92.76039164,6.986228647,4.9,54.77830202,Hot,Medium,papaya
42,59,55,40.10207731,94.35110201,6.979102243,2.9,149.1199989,Hot,Medium,papaya
43,64,47,38.58954491,91.58076549,6.825664782,3.2,102.2708231,Hot,Medium,papaya
35,67,49,41.31330062,91.1508798,6.617066674,4.2,239.7427554,Rainy,Medium,papaya
56,59,55,37.03551903,91.79430166,6.551892638,4.3,188.5181422,Hot,Medium,papaya
39,64,53,23.0124018,91.07355541,6.598860305,7,208.3357976,Rainy,Medium,papaya
18,30,29,26.7627493,92.86056895,6.420018717,6.8,224.5903664,Rainy,Medium,coconut
37,23,28,25.61294367,94.3138837,5.740054567,4.8,224.3206759,Rainy,Medium,coconut
13,28,33,28.130115,95.64807631,5.686972967,5.4,151.0761899,Clear,Medium,coconut
2,21,35,25.02887163,91.53720922,6.293662363,5.9,179.8248944,Clear,Medium,coconut
10,18,35,27.79797651,99.64573002,6.381975465,4.7,181.6942283,Clear,Medium,coconut
7,11,32,29.25902906,95.11294697,5.542169139,4.5,184.7624496,Clear,Medium,coconut
39,5,31,27.10134661,93.69979946,5.551963184,3,150.9502632,Clear,Medium,coconut
34,6,27,25.84726298,90.92669463,5.860740481,3.7,147.8888994,Clear,Medium,coconut
31,30,29,26.58580443,90.98617591,5.558807063,5.4,178.8116076,Clear,Medium,coconut
25,7,35,28.38503882,99.18843684,5.55771171,3.7,189.6711349,Clear,Medium,coconut
16,18,26,28.43647052,91.81320717,5.568365926,3.2,145.5414413,Clear,Medium,coconut
26,10,33,28.27298134,96.93649473,6.07071786,4.6,198.8234862,Clear,Medium,coconut
27,8,32,27.00648436,96.46168931,5.627860549,5.5,144.3331315,Clear,Medium,coconut
37,18,30,27.63551259,99.34854917,6.38488418,5.8,157.9171537,Clear,Medium,coconut
19,15,34,26.29644905,99.65809151,5.685889066,7.3,215.9195049,Rainy,Medium,coconut
0,19,33,27.1326009,95.23797989,6.234458417,4.4,204.7206567,Rainy,Medium,coconut
31,20,26,25.56567803,97.61361544,6.443168642,4.7,199.7936345,Clear,Medium,coconut
9,17,32,25.94951662,93.40548703,5.842317989,5.5,172.0540491,Clear,Medium,coconut
22,11,29,28.03380598,95.01630593,5.955742971,6.6,218.0055713,Rainy,Medium,coconut
31,6,26,29.12859129,91.30924833,5.741367375,5.1,157.2388553,Clear,Medium,coconut
34,6,30,27.0828252,97.00155491,5.948342571,5.7,171.7575545,Clear,Medium,coconut
24,6,32,28.11321494,90.01734526,6.387067562,3.8,172.4813641,Clear,Medium,coconut
1,8,26,27.5136304,94.18955816,5.562911913,3.7,156.6732553,Clear,Medium,coconut
31,13,33,27.63834933,95.48763389,5.85971872,6.7,205.5463111,Rainy,Medium,coconut
10,9,28,29.01256899,94.01014388,6.282955073,3.1,150.0500312,Clear,Medium,coconut
36,27,26,26.58413917,95.78923137,6.25449571,4.3,171.6262299,Clear,Medium,coconut
38,24,33,28.28905147,97.00396405,5.973853124,3.1,142.9403233,Clear,Medium,coconut
11,6,25,28.69164799,96.65248672,6.081568052,3.4,178.9635457,Clear,Medium,coconut
16,14,30,29.70931288,96.30484325,6.37466756,7.2,209.8453993,Rainy,Medium,coconut
33,14,35,27.14865285,96.66355213,6.027707171,5.7,149.2433497,Clear,Medium,coconut
16,6,29,29.28725038,91.95614918,5.868285082,3.5,132.1491176,Clear,Medium,coconut
32,11,31,25.06871967,93.31410447,6.205931638,5.8,134.8419069,Clear,Medium,coconut
38,14,30,26.92449525,91.20106019,5.570745386,6,194.9022136,Clear,Medium,coconut
8,6,33,28.27804288,93.64761266,6.095261013,5.4,171.9457959,Clear,Medium,coconut
23,6,33,29.18032562,92.73041222,6.025789594,5.5,204.9603677,Rainy,Medium,coconut
29,25,35,28.3575072,91.64509299,5.542873799,3.3,160.7306991,Clear,Medium,coconut
24,14,33,29.38072512,93.27565685,6.366219551,6.1,218.5241851,Rainy,Medium,coconut
32,12,30,25.39241091,98.08951196,5.579845008,7.9,218.080385,Rainy,Medium,coconut
30,25,31,26.31270635,98.62048026,5.804965067,4.8,208.1181381,Rainy,Medium,coconut
14,21,35,29.52501367,91.91185319,6.121005506,3.2,194.3100272,Clear,Medium,coconut
27,22,29,28.83214859,92.17170353,6.000248647,3.3,145.4172387,Clear,Medium,coconut
40,5,29,28.48444906,97.76865458,5.820978791,4.9,160.389421,Clear,Medium,coconut
17,11,32,28.74013335,93.39676499,5.620733794,3.5,156.7650823,Clear,Medium,coconut
30,30,35,25.00872392,95.59224018,6.001936419,3.7,165.8092179,Clear,Medium,coconut
28,10,30,29.8690834,91.14723422,6.305740522,5.4,192.7678575,Clear,Medium,coconut
39,7,29,27.54273211,94.59086121,6.362544111,4.8,150.2012138,Clear,Medium,coconut
32,20,35,26.52166434,98.38227669,5.588655387,3.3,144.6261698,Clear,Medium,coconut
7,15,32,25.03512351,95.89739958,6.182232762,4.7,174.796583,Clear,Medium,coconut
29,17,29,29.20394909,95.66997327,5.959493188,7.8,211.2506267,Rainy,Medium,coconut
34,15,34,27.05826457,91.10510371,5.677282678,7.1,224.7006953,Rainy,Medium,coconut
14,23,25,26.18552389,96.96637916,5.612122797,5.4,135.4186222,Clear,Medium,coconut
18,19,29,27.59376845,92.48519606,6.206077742,3.4,162.8432736,Clear,Medium,coconut
7,21,35,25.76011662,94.65830608,5.764812076,3.2,131.2451414,Clear,Medium,coconut
24,27,34,28.87862994,95.11320315,6.203376525,4.1,145.0583117,Clear,Medium,coconut
39,29,29,26.50908611,94.48414544,6.143662699,5.9,199.8778403,Clear,Medium,coconut
29,8,28,26.87037587,91.72546257,6.100429497,6.3,214.4128874,Rainy,Medium,coconut
10,24,27,27.57283516,94.90485697,5.708409601,4.3,145.9298935,Clear,Medium,coconut
0,29,32,28.05912437,98.3670985,5.868255858,5.7,171.6516396,Clear,Medium,coconut
32,11,31,29.51611558,92.56492864,6.461225827,4.2,131.2116167,Clear,Medium,coconut
37,10,32,28.96318258,95.16333673,6.165084855,4.8,222.803013,Rainy,Medium,coconut
20,29,27,25.09897688,92.36099489,6.047044342,5.2,157.7592626,Clear,Medium,coconut
31,29,35,27.1872282,92.19906776,6.137102505,5.4,141.3220576,Clear,Medium,coconut
17,30,27,29.03065024,90.79093862,5.894027065,6.9,205.5720367,Rainy,Medium,coconut
1,12,30,27.754298,95.94643831,5.56222383,3.5,131.0900076,Clear,Medium,coconut
6,13,29,27.31155708,99.96906006,5.832608028,5.9,201.8258633,Rainy,Medium,coconut
15,28,32,28.84270971,99.64328526,6.218571874,5,224.4016682,Rainy,Medium,coconut
27,24,29,26.61423461,96.97300803,6.142010637,3.4,191.006688,Clear,Medium,coconut
3,23,30,29.70143197,95.65754365,6.078807239,5.8,215.1968037,Rainy,Medium,coconut
8,26,26,25.54759871,91.64194826,5.702484758,7.9,212.867626,Rainy,Medium,coconut
20,28,26,26.37978453,91.49882979,5.547594847,5.6,167.0470997,Clear,Medium,coconut
26,18,27,27.45907759,92.90736493,5.836075368,4.9,142.1430003,Clear,Medium,coconut
1,6,35,27.02269204,95.71935435,6.231662767,3.9,147.1682459,Clear,Medium,coconut
27,30,31,28.98545306,90.73966792,5.718120393,4,148.8398374,Clear,Medium,coconut
23,7,34,26.1055118,91.52421214,5.852038202,3.6,134.1279669,Clear,Medium,coconut
0,26,31,25.0707247,95.02156793,5.547933273,4.3,192.9036306,Clear,Medium,coconut
38,6,25,25.54963273,96.92786777,6.156259104,5.1,191.2996157,Clear,Medium,coconut
25,12,26,28.56973521,95.67906668,6.436314406,5.8,134.8370348,Clear,Medium,coconut
40,5,32,26.07010807,96.7036223,5.981169595,5.1,143.533473,Clear,Medium,coconut
0,19,31,25.51791333,94.38420565,6.271952833,4.5,178.7297725,Clear,Medium,coconut
26,9,32,25.9490364,94.73860514,6.470465614,4.4,144.1571109,Clear,Medium,coconut
35,30,34,28.2974764,95.41122824,6.141502001,3,182.4482352,Clear,Medium,coconut
19,30,30,29.56549169,91.40896307,5.826381164,4.1,224.8315729,Rainy,Medium,coconut
31,13,33,29.69952329,95.21224392,6.342463714,3,148.3003692,Clear,Medium,coconut
17,29,26,26.14162144,93.28415295,6.071897347,3.9,195.4115025,Clear,Medium,coconut
2,30,30,26.00175125,94.79998418,6.331051715,6.3,209.540094,Rainy,Medium,coconut
30,13,25,27.15116142,91.48889469,6.413184638,3.8,164.9182225,Clear,Medium,coconut
8,15,33,28.97318719,98.09861043,5.50158009,4.4,213.9011021,Rainy,Medium,coconut
18,12,35,26.13958446,96.38580769,6.338720873,3.1,131.3387935,Clear,Medium,coconut
8,28,30,25.51618488,94.33465411,6.015672239,3.9,135.1272491,Clear,Medium,coconut
40,22,29,27.55821802,99.98187601,5.735364307,3,174.6256481,Clear,Medium,coconut
27,10,33,27.81132822,97.48410555,6.465906333,5.6,154.0621221,Clear,Medium,coconut
21,20,31,25.60033702,99.7240104,5.855457599,5,165.8248732,Clear,Medium,coconut
3,9,35,26.91641934,99.84671638,6.318552973,7.5,225.6323656,Rainy,Medium,coconut
22,16,27,29.1797902,90.27214288,6.006784979,4.2,188.9252083,Clear,Medium,coconut
27,8,30,26.44600063,98.29937782,6.008386283,6.9,221.2258168,Rainy,Medium,coconut
22,8,33,28.43572863,95.8840407,5.665785202,6,203.9283708,Rainy,Medium,coconut
28,27,32,28.94099669,93.00109012,5.764615485,3.5,191.7723087,Clear,Medium,coconut
23,21,26,26.45488737,93.45042636,5.901495544,5.6,149.2220255,Clear,Medium,coconut
37,5,34,25.79490531,93.84150618,5.779032666,5.9,152.4238712,Clear,Medium,coconut
19,26,29,26.93141945,98.80313612,5.67154928,5.7,166.5712879,Clear,Medium,coconut
133,47,24,24.40228894,79.19732001,7.231324765,3.4,90.8022356,Clear,Medium,cotton
136,36,20,23.09595631,84.86275707,6.925412377,5.5,71.29581071,Clear,Medium,cotton
104,47,18,23.9656349,76.97696717,7.633437412,4.4,90.75616738,Clear,Medium,cotton
133,47,23,24.88738107,75.62137159,6.827354668,4.9,89.76050416,Clear,Medium,cotton
126,38,23,25.36243778,83.63276077,6.176716425,4.2,88.43618918,Clear,Medium,cotton
126,50,19,24.69457084,81.7358876,6.628722836,3.6,78.58494391,Clear,Medium,cotton
113,41,20,25.0017188,80.53965818,7.256877571,4.2,96.32600992,Clear,Medium,cotton
121,45,22,22.45942937,81.30681027,6.443785385,3.1,64.23026638,Clear,Medium,cotton
121,47,16,23.60564038,79.29573149,7.723240151,3.9,72.49800885,Clear,Medium,cotton
129,60,22,24.58453146,79.12404171,5.947448589,3.8,71.94608134,Clear,Medium,cotton
107,45,25,23.0865933,83.55546146,7.227745516,3.3,71.84080724,Clear,Medium,cotton
122,59,18,23.5000992,83.63488952,6.219469084,3,79.81328183,Clear,Medium,cotton
140,38,15,24.1472953,75.88298598,6.021439523,3.6,69.91563467,Clear,Medium,cotton
102,49,21,24.69315538,84.84422454,6.253343655,3.5,89.799462,Clear,Medium,cotton
111,40,25,24.484692,84.44932014,6.187455799,4.9,90.94342484,Clear,Medium,cotton
131,35,18,24.49112609,82.24415809,7.057693366,4.8,64.02949379,Clear,Medium,cotton
135,43,16,23.47986888,81.73049149,6.720449769,3.4,86.76287924,Clear,Medium,cotton
100,46,18,24.18586246,76.04203958,6.431689506,3.3,69.08056728,Clear,Medium,cotton
123,39,24,25.00755095,78.17952126,7.453106264,3.6,86.06411872,Clear,Medium,cotton
117,56,15,25.99237426,77.0543546,7.368258226,4.8,89.1188212,Clear,Medium,cotton
121,36,24,23.66457347,81.69105088,7.352401887,4.2,99.36898373,Clear,Medium,cotton
101,58,18,25.66891439,81.38103349,6.652143699,4.9,78.59595817,Clear,Medium,cotton
107,42,24,22.04612876,84.62978302,6.144631795,5.5,86.00758678,Clear,Medium,cotton
100,41,22,22.4204752,84.55794703,7.318802162,5.3,93.46595573,Clear,Medium,cotton
125,39,21,25.03149561,82.21276599,7.954629324,3.1,95.0191318,Clear,Medium,cotton
105,60,23,23.53371386,77.21705554,6.207652157,5.7,87.54004943,Clear,Medium,cotton
102,46,19,22.77076388,82.5993307,6.631005298,4.9,81.49543437,Clear,Medium,cotton
131,49,22,25.49848236,79.9751579,7.306918817,3.7,67.05961949,Clear,Medium,cotton
139,35,15,25.248679,83.4630147,5.898293044,4.5,86.55517751,Clear,Medium,cotton
108,36,19,22.78249615,77.51235009,7.238566893,4.2,64.61444234,Clear,Medium,cotton
118,45,23,23.37044424,77.43198948,7.977651226,3.1,71.67870701,Clear,Medium,cotton
107,51,22,24.86560781,78.22080815,5.983075895,6,79.56866268,Clear,Medium,cotton
125,60,17,24.14386157,84.51591287,6.785723961,5.3,80.36146974,Clear,Medium,cotton
113,37,20,25.03300222,79.04368718,7.393441155,5.7,97.10087029,Clear,Medium,cotton
131,52,16,23.65724079,84.47601498,6.486068274,5.2,88.54479121,Clear,Medium,cotton
115,48,16,25.54359718,84.09229796,7.175934962,3.1,88.94245493,Clear,Medium,cotton
113,38,25,22.00085141,79.47270984,7.388265888,5.9,90.42224164,Clear,Medium,cotton
111,41,18,23.64328417,78.1258666,6.10539819,3,80.96157332,Clear,Medium,cotton
111,53,19,23.96436009,78.02763149,6.419536555,4.5,84.63148859,Clear,Medium,cotton
122,48,16,24.65425757,75.6350708,6.307585854,4.1,61.82980133,Clear,Medium,cotton
108,46,17,24.3017998,84.87668973,6.93221485,5.7,65.0247867,Clear,Medium,cotton
